Accession	PlasmidSize	log10PlasmidSize	CollectionDate	NumInsertionSequences	InsertionSequenceDensity	BiocideMetalResistance	Virulence	Integron	ConjugativeSystem	GeographicLocation	IsolationSource	RepliconCarriage	HostTaxonomy	outcomeaminoglycoside	outcomebetalactam_carbapenem	outcomebetalactam_ESBL	outcomebetalactam_other	outcomemacrolide	outcomephenicol	outcomequinolone	outcomesulphonamide	outcometetracycline	outcometrimethoprim	NumOtherResistanceClassesaminoglycoside	NumOtherResistanceClassesbetalactam_carbapenem	NumOtherResistanceClassesbetalactam_ESBL	NumOtherResistanceClassesbetalactam_other	NumOtherResistanceClassesmacrolide	NumOtherResistanceClassesphenicol	NumOtherResistanceClassesquinolone	NumOtherResistanceClassessulphonamide	NumOtherResistanceClassestetracycline	NumOtherResistanceClassestrimethoprim
LR134414.1	54330	0.735039705033721	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134415.1	2942	-0.531357331608489	24	0	0	0	1	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134416.1	9776	-0.00983880710152096	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134419.1	2942	-0.531357331608489	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134421.1	88076	0.94485758278733	24	0	0	0	1	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134423.1	2942	-0.531357331608489	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134425.1	4621	-0.335264031481295	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134426.1	2942	-0.531357331608489	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134427.1	54285	0.734679842163881	24	0	0	0	1	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134429.1	44723	0.650530928146397	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134430.1	15226	0.182585825457293	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134431.1	42577	0.629175057540406	24	0	0	0	1	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134432.1	52685	0.721686984387049	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134434.1	4882	-0.31140222491883	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134436.1	9073	-0.0422490891227207	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134437.1	49619	0.695648007440056	24	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134444.1	22295	0.348207476685626	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134445.1	67082	0.826606002294446	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134446.1	86583	0.937432629535278	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134448.1	18690	0.271609301378832	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134449.1	67615	0.830043052370365	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134450.1	302005	1.48001413320362	24	1	0.0331120345689641	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134451.1	311693	1.49372704900283	24	1	0.024051007376444	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134453.1	25966	0.414405052758884	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134454.1	288890	1.46073250889167	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134455.1	263814	1.42129783882754	24	1	0.0379054940223036	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134457.1	51797	0.714304606826788	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134458.1	36752	0.565280977850951	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134459.1	238675	1.37780693123694	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134462.1	33548	0.525666634345422	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134463.1	148472	1.17164455875722	24	0	0	0	1	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134466.1	82214	0.914945778671844	24	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134468.1	121210	1.08353845123014	24	0	0	0	1	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134469.1	153604	1.18640252530037	24	2	0.13020494257962	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LR134470.1	55216	0.742064941947412	24	0	0	0	1	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LS423453.1	5404	-0.267284659650007	24	0	0	0	0	0	mobilisable	EU	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LS974446.1	178965	1.25276810476132	24	6	0.335261084569609	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT009688.1	166484	1.22137250183271	22	9	0.540592489368348	1	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2	2
LT009689.1	106320	1.02661496793468	22	7	0.658389766741911	1	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	1	1	0	0	0	0	0	3	3	4	3	3	4	4	4	4	4
LT174529.1	58912	0.77020376682392	22	7	1.05	0	1	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT174530.1	61826	0.791171149553669	22	1	0.161744249991913	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT174531.1	68999	0.838842796568719	22	2	0.289859273322802	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1
LT221036.1	200660	1.30246080791038	23	2	0.0996710854181202	1	0	1	non-mobilisable	other	other	multi-replicon	Proteobacteria_other	1	0	0	1	1	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
LT221038.1	76709	0.884846321198446	23	5	0.651813998357429	1	0	0	conjugative	other	other	single-replicon	Proteobacteria_other	1	0	0	0	0	0	0	1	1	0	2	3	3	3	3	3	3	2	2	3
LT559119.1	7713	-0.112776668637477	22	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT559120.1	59257	0.77273966070418	22	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT559121.1	48477	0.685535735668144	22	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT575491.1	139403	1.1442721200276	16	1	0.0717344676943825	0	0	0	conjugative	EU	other	multi-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT575492.1	61142	0.786339640715839	16	1	0.163553694677963	0	0	0	conjugative	EU	other	multi-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT591903.1	4207	-0.376027487983003	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT592147.1	5598	-0.251967105869856	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
LT592148.1	39015	0.591231611251554	22	0	0	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT599585.1	311693	1.49372704900283	22	9	0.267481236191281	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635649.1	3484	-0.457921853664375	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635650.1	4031	-0.394587201846949	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635651.1	2942	-0.531357331608489	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635652.1	5607	-0.251269443901506	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635653.1	3196	-0.495393229358046	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635654.1	4298	-0.366733588844575	22	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635655.1	3484	-0.457921853664375	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635657.1	3662	-0.436281660034322	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635658.1	3484	-0.457921853664375	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635659.1	7282	-0.137749325402075	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635660.1	5441	-0.264321274094095	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635661.1	3276	-0.484656106911619	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT635662.1	3546	-0.450261268735101	22	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT827129.1	39872	0.600668020643057	24	1	0.250802568218299	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	1	0	0	1	0	0	0	0	0	0	1	2	2	1	2	2	2	2	2	2
LT837805.1	26479	0.422901579608956	24	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT837806.1	19947	0.299877587671054	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT882698.1	311693	1.49372704900283	19	6	0.186651319780374	1	0	1	conjugative	EU	human	multi-replicon	Enterobacteriaceae	1	1	0	1	0	1	0	1	0	0	4	4	5	4	5	4	5	4	5	5
LT882699.1	177037	1.24806404159654	19	5	0.28242683732779	1	0	0	conjugative	EU	human	single-replicon	Enterobacteriaceae	1	1	0	1	0	0	0	1	0	0	3	3	4	3	4	4	4	3	4	4
LT907984.1	70516	0.848287669095277	23	3	0.425435362187305	0	0	0	conjugative	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT907987.1	72950	0.863025296229471	23	3	0.411240575736806	0	0	0	conjugative	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT984690.1	79598	0.900902155678926	14	2	0.251262594537551	1	0	1	conjugative	high-income	human	untyped	Proteobacteria_other	1	1	0	1	0	0	0	1	0	1	4	4	5	4	5	5	5	4	5	4
LT984691.1	9539	-0.0204971512125987	14	0	0	0	0	0	non-mobilisable	high-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT984809.1	311693	1.49372704900283	24	9	0.217022880130372	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985190.1	83341	0.920858707206889	24	3	0.35996688304676	0	0	0	conjugative	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985191.1	67760	0.830973397322651	24	5	0.737898465171193	0	0	0	mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985211.1	94021	0.97322486599893	1	4	0.425436870486381	0	0	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985218.1	130621	1.11601300428172	24	4	0.306229473055634	1	0	1	mobilisable	other	other	single-replicon	Enterobacteriaceae	1	0	1	0	0	0	0	1	0	0	2	3	2	3	3	3	3	2	3	3
LT985223.1	42584	0.629246453164699	24	1	0.234829983092241	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
LT985229.1	217183	1.33682582784528	24	9	0.460441194752812	1	0	1	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	0	1	0	0	0	0	1	1	1	4	5	4	5	5	5	5	4	4	4
LT985230.1	10551	0.0232936230366052	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
LT985232.1	4087	-0.388595362288406	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985234.1	93070	0.968809713912858	24	7	0.752122058665521	1	0	1	conjugative	other	other	single-replicon	Enterobacteriaceae	1	0	1	0	0	0	0	1	0	0	2	3	2	3	3	3	3	2	3	3
LT985237.1	6647	-0.177374321225859	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985239.1	33899	0.530186886967461	24	0	0	0	0	0	conjugative	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985240.1	7050	-0.151810883008601	24	1	1.05	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
LT985246.1	4772	-0.321299565001696	24	0	0	0	0	0	mobilisable	other	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985247.1	19813	0.296950239536639	24	2	1.0094382476152	1	0	0	non-mobilisable	other	other	multi-replicon	Enterobacteriaceae	0	0	1	1	0	0	0	0	0	0	2	2	1	1	2	2	2	2	2	2
LT985259.1	42084	0.624117011929127	24	1	0.23761999809904	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	1	0	0	0	0	0	2	2	1	2	1	2	2	2	2	2
LT985261.1	42913	0.632588876637148	24	2	0.466059236128912	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
LT985263.1	140057	1.14630481958873	24	4	0.285598006525914	1	0	1	non-mobilisable	other	other	multi-replicon	Enterobacteriaceae	1	0	1	1	0	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
LT985269.1	22308	0.348460635819523	24	4	1.05	1	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	1	0	1	0	0	0	0	1	0	0	2	3	2	3	3	3	3	2	3	3
LT985270.1	90206	0.955235425349358	24	5	0.554286854532958	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
LT985274.1	70325	0.847109740837238	24	2	0.284393885531461	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
LT985275.1	91487	0.961359386641612	24	4	0.437220588717523	1	0	1	conjugative	other	other	single-replicon	Enterobacteriaceae	1	0	0	1	0	1	0	1	1	0	4	5	5	4	5	4	5	4	4	5
LT985276.1	63787	0.804732177098202	24	5	0.783858780002195	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	1	0	1	1	0	1	1	0	0	0	4	5	4	4	5	4	4	4	5	5
LT985279.1	63009	0.79940258709127	24	2	0.317414972464251	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	1	0	1	0	0	0	0	0	0	0	1	2	1	2	2	2	2	2	2	2
LT985282.1	7133	-0.146727775979317	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985285.1	4054	-0.39211625564301	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985287.1	49251	0.692415052906177	24	2	0.406083125215732	0	0	0	conjugative	other	other	untyped	Enterobacteriaceae	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
LT985290.1	4074	-0.389978975335855	24	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985291.1	2999	-0.523023534240473	24	0	0	0	0	0	non-mobilisable	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985292.1	5912	-0.228265574613231	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985294.1	3002	-0.522589312092749	24	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985295.1	92472	0.966010250724607	24	3	0.324422527900337	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	1	1	0	0	0	0	0	0	2	2	1	1	2	2	2	2	2	2
LT985296.1	239460	1.37923297816767	24	6	0.250563768479078	1	0	1	mobilisable	other	other	multi-replicon	Enterobacteriaceae	1	0	1	0	1	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
LT985297.1	234943	1.37096250998182	24	5	0.212817577029322	1	0	1	mobilisable	other	other	multi-replicon	Enterobacteriaceae	1	0	1	1	0	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
LT985298.1	6047	-0.218460031394058	24	1	1.05	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1
LT985299.1	13593	0.133315316898848	24	0	0	0	0	0	mobilisable	other	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
LT985301.1	11964	0.0778764043592801	24	1	0.835840855901037	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
LT985302.1	47789	0.679327942865934	24	0	0	0	0	0	non-mobilisable	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985303.1	23526	0.371548092683851	24	1	0.425061633936921	0	0	0	mobilisable	other	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985308.1	4913	-0.308653235865178	24	0	0	0	0	0	non-mobilisable	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985309.1	83523	0.921806085036142	24	8	0.957820001676185	0	1	0	mobilisable	other	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985310.1	35258	0.547257673431296	24	0	0	0	0	0	conjugative	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985311.1	5631	-0.249414472658991	24	0	0	0	0	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985317.1	37543	0.574528973436863	24	1	0.266361239112484	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
LT985318.1	37454	0.573498206151934	24	0	0	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985319.1	147478	1.16872723935682	24	7	0.474647066003065	1	1	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	0	1	0	1	2	2	2	2	2	2	2	1	2
LT985320.1	102718	1.01164655475301	24	1	0.0973539204423762	0	0	0	conjugative	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT985322.1	40984	0.612614342868285	24	5	1.05	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	1	0	1	1	1	0	0	0	0	0	3	4	3	3	3	4	4	4	4	4
LT992335.1	13435	0.128237670769187	24	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT992437.1	40186	0.604074779907346	18	6	1.05	0	0	0	mobilisable	EU	human	single-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
LT994833.1	79416	0.899908008871459	19	1	0.125919210234713	1	0	0	conjugative	EU	human	single-replicon	Enterobacteriaceae	0	0	0	1	0	0	1	1	0	0	3	3	3	2	3	3	2	2	3	3
LT994835.1	311693	1.49372704900283	18	7	0.219292062567158	1	0	1	mobilisable	EU	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	0	1	1	0	1	4	5	5	5	5	5	5	4	5	5
LT994836.1	62324	0.794655318897174	19	5	0.802259161799628	1	0	1	non-mobilisable	EU	human	single-replicon	Enterobacteriaceae	1	0	0	1	1	1	1	1	0	0	4	5	5	5	5	5	5	4	5	5
LT994837.1	53733	0.73024108860655	18	5	0.930526864310573	1	0	1	non-mobilisable	EU	human	single-replicon	Enterobacteriaceae	1	0	0	1	1	1	1	1	0	0	4	5	5	5	5	5	5	4	5	5
LT994838.1	69498	0.841972306727355	18	1	0.143889032777922	1	0	0	conjugative	EU	human	single-replicon	Enterobacteriaceae	0	0	0	1	0	0	1	1	0	0	3	3	3	2	3	3	2	2	3	3
LT994840.1	218098	1.33865168303424	18	9	0.458509477390898	1	0	1	conjugative	EU	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
LT996085.1	54237	0.734295659482198	24	6	1.05	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M60875.1	4821	-0.316862868516993	0	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MF042350.1	110432	1.04309493761139	24	7	0.633874239350913	0	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	0	0	0	0	1	0	0	2	2	3	3	3	3	3	2	3	3
MF042351.1	119046	1.075714807493	24	7	0.588007996908758	0	0	0	conjugative	other	other	multi-replicon	Proteobacteria_other	1	1	0	0	0	0	0	1	0	0	2	2	3	3	3	3	3	2	3	3
MF042352.1	119047	1.07571845560094	24	7	0.5880030576159	0	0	0	non-mobilisable	other	other	multi-replicon	Proteobacteria_other	1	1	0	0	0	0	0	1	0	0	2	2	3	3	3	3	3	2	3	3
MF042353.1	120406	1.08064812896471	24	6	0.498314037506437	0	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	0	0	0	0	1	0	0	2	2	3	3	3	3	3	2	3	3
MF042354.1	120078	1.07946344575589	24	6	0.499675211112777	0	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	0	0	0	0	1	0	0	2	2	3	3	3	3	3	2	3	3
